Id,Name,Name_Lang,Branche,Typ,Adresse,PLZ,Ort,Land,E-Mail,Tel,Fax,Pruefung
oberoesterreich_oberoesterreich_11_18-08-2020,Kammer der ZiviltechnikerInnen für Oberösterreich und Salzburg,Kammer der ZiviltechnikerInnen für Oberösterreich und Salzburg,Interessensvertretung,Kammer,Kaarstraße 2/II,4040,Linz,Österreich,linz@arching-zt.at,+43732738394,+437327383944,18.08.2020
oberoesterreich_oberoesterreich_12_18-08-2020,OÖ Landarbeiterkammer,Kammer für Arbeiter und Angestellte in der Land- und Forstwirtschaft in OÖ,Interessensvertretung,Kammer,Scharitzerstraße 9,4020,Linz,Österreich,office@lak-ooe.at,+43732656381,,18.08.2020
kirchen_privat_1_18-08-2020,Alevitische Glaubensgemeinschaft in Österreich,Alevitische Glaubensgemeinschaft in Österreich,Interessensvertretung,Religionsgemeinschaft,Schererstraße 4,1210,Wien,Österreich,info@evang.at,+436602852624,,18.08.2020
kirchen_privat_2_18-08-2020,Altkatholische Kirche Österreich,Altkatholische Kirche Österreich,Interessensvertretung,Religionsgemeinschaft,Schottenring 17,1010,Wien,Österreich,kirchenleitung@altkatholiken.at,+4313178394,,18.08.2020
kirchen_privat_3_18-08-2020,Armenisch-apostolische Kirche in Österreich ,Armenisch-apostolische Kirche in Österreich ,Interessensvertretung,Religionsgemeinschaft,Kolonitzgasse 11,1030,Wien,Österreich,office@aakg.at,+4317180965,+4318906886,18.08.2020
kirchen_privat_4_18-08-2020,Evangelische Kirche A.B. und H.B.,Evangelische Kirche A.B. und H.B.,Interessensvertretung,Religionsgemeinschaft,Severin-Schreiber-Gasse 1+3,1180,Wien,Österreich,info@evang.at ,+4359151700,,18.08.2020
kirchen_privat_5_18-08-2020,Evangelisch-methodistische Kirche in Österreich,Evangelisch-methodistische Kirche in Österreich,Interessensvertretung,Religionsgemeinschaft,Sechshauser Straße 56/1/9,1150,Wien,Österreich,superintendent@emk.at,+4316045347,,18.08.2020
kirchen_privat_6_18-08-2020,Freikirchen in Österreich,Freikirchen in Österreich,Interessensvertretung,Religionsgemeinschaft,Karl-Popper-Straße 16,1100,Wien,Österreich,datenschutz@freikirchen.at,+4319436714,,18.08.2020
kirchen_privat_7_18-08-2020,Griechisch-orientalische Kirche,Griechisch-orientalische Kirche,Interessensvertretung,Religionsgemeinschaft,Fleischmarkt 13,1010,Wien,Österreich,office@orthodoxe-kirche.at,+4315333889,+4315333889,18.08.2020
kirchen_privat_8_18-08-2020,Islamische Glaubensgemeinschaft in Österreich,Islamische Glaubensgemeinschaft in Österreich,Interessensvertretung,Religionsgemeinschaft,Bernardgasse 5,1070,Wien,Österreich,office@derislam.at,+4315263122,+43152631222,18.08.2020
kirchen_privat_9_18-08-2020,Israelitische Religionsgesellschaft,Israelitische Religionsgesellschaft,Interessensvertretung,Religionsgemeinschaft,Seitenstettengasse 4,1010,Wien,Österreich,office@ikg-wien.at,+431531040,+43153104108,18.08.2020
kirchen_privat_10_18-08-2020,Jehovas Zeugen in Österreich,Jehovas Zeugen in Österreich,Interessensvertretung,Religionsgemeinschaft,Kaiserstrasse 36/25,1070,Wien,Österreich,Pid-at.de@jw.org,+4318045345,,18.08.2020
kirchen_privat_11_18-08-2020,Katholische Kirche,Katholische Kirche,Interessensvertretung,Religionsgemeinschaft,Rotenturmstraße 2,1010,Wien,Österreich,sekretariat@bischofskonferenz.at,+431516111010,+431516111037,18.08.2020
kirchen_privat_12_18-08-2020,Kirche Jesu Christi der Heiligen der letzten Tage (Mormonen) in Österreich,Kirche Jesu Christi der Heiligen der letzten Tage (Mormonen) in Österreich,Interessensvertretung,Religionsgemeinschaft,Böcklinstraße 55,1020,Wien,Österreich,info@hlt.at,+436641351715,+431890629315,18.08.2020
kirchen_privat_13_18-08-2020,Koptisch-orthodoxe Kirche in Österreich,Koptisch-orthodoxe Kirche in Österreich,Interessensvertretung,Religionsgemeinschaft,Quadenstrasse 4-6,1220,Wien,Österreich,info@kopten.at,+4312827443,+4312827443,18.08.2020
kirchen_privat_14_18-08-2020,Neuapostolische Kirche in Österreich,Neuapostolische Kirche in Österreich,Interessensvertretung,Religionsgemeinschaft,"Mittersteig 10, Postfach 49",1050,Wien,Österreich,info@nak.at,+4315860521,+431586052130,18.08.2020
kirchen_privat_15_18-08-2020,Österreichische Buddhistische Religionsgesellschaft ,Österreichische Buddhistische Religionsgesellschaft ,Interessensvertretung,Religionsgemeinschaft,Fleischmarkt 16,1010,Wien,Österreich,office@buddhismus-austria.at ,+4315123719,+431512371913,18.08.2020
kirchen_privat_16_18-08-2020,Syrisch-orthodoxe Kirche in Österreich,Syrisch-orthodoxe Kirche in Österreich,Interessensvertretung,Religionsgemeinschaft,Stefan-Fadinger-Platz 1,1100,Wien,Österreich,,+4318040916,,18.08.2020
kirchen_privat_17_18-08-2020,Alt-Alevitische Glaubensgemeinschaft in Österreich,Alt-Alevitische Glaubensgemeinschaft in Österreich,Interessensvertretung,Religionsgemeinschaft,Kennergasse 10/R1,1100,Wien,Österreich,info@alt-aleviten.at,,,18.08.2020
kirchen_privat_18_18-08-2020,Bahá´í-Religionsgemeinschaft in Österreich ,Bahá´í-Religionsgemeinschaft in Österreich ,Interessensvertretung,Religionsgemeinschaft,Maroltingergasse 2,1140,Wien,Österreich,ngr@at.bahai.org,+4314791153,+431479115319,18.08.2020
kirchen_privat_19_18-08-2020,Die Christengemeinschaft-Bewegung für Religiöse Erneuerungen in Österreich ,Die Christengemeinschaft-Bewegung für Religiöse Erneuerungen in Österreich ,Interessensvertretung,Religionsgemeinschaft,Mariahilferstraße 49/2/30,1060,Wien,Österreich,wien@christengemeinschaft.at,+4315871287,,18.08.2020
kirchen_privat_20_18-08-2020,Hinduistische Religionsgesellschaft in Österreich ,Hinduistische Religionsgesellschaft in Österreich ,Interessensvertretung,Religionsgemeinschaft,Lammgasse 1,1080,Wien,Österreich,info@hroe.at,,,18.08.2020
kirchen_privat_21_18-08-2020,Islamisch-Schiitische Glaubensgemeinschaft in Österreich,Islamisch-Schiitische Glaubensgemeinschaft in Österreich,Interessensvertretung,Religionsgemeinschaft,Pezzlgasse 58,1170,Wien,Österreich,office@schia.at,+43699111979350,,18.08.2020
kirchen_privat_22_18-08-2020,Kirche der Siebenten-Tags-Adventisten in Österreich ,Kirche der Siebenten-Tags-Adventisten in Österreich ,Interessensvertretung,Religionsgemeinschaft,Prager Straße 287,1210,Wien,Österreich,office@adventisten.at,+4313199301,+4313199301199,18.08.2020
kirchen_privat_23_18-08-2020,Pfingstkirche Gemeinde Gottes in Österreich,Pfingstkirche Gemeinde Gottes in Österreich,Interessensvertretung,Religionsgemeinschaft,Maculangasse 9,1220,Wien,Österreich,office@gemeindegottes.at,,,18.08.2020
kirchen_privat_24_18-08-2020,Vereinigungskirche in Österreich,Vereinigungskirche in Österreich,Interessensvertretung,Religionsgemeinschaft,Seidengasse 28/4,1070,Wien,Österreich,office@vereinigungskirche.at,+436645238794,,18.08.2020
kirchen_privat_25_18-08-2020,Vereinigte Pfingstkirche Österreichs (VPKÖ),Vereinigte Pfingstkirche Österreichs (VPKÖ),Interessensvertretung,Religionsgemeinschaft,Simmeringer Hauptstraße 2,1110,Wien,Österreich,office@vpkoe.at,,,18.08.2020
banken_privat_1_18-08-2020,UniCredit Bank Austria,UniCredit Bank Austria AG,Finanzen,Bank,Rothschildplatz 1,1020,Wien,Österreich,info@unicreditgroup.at,+435050525,+435050556155,18.08.2020
banken_privat_2_18-08-2020,BAWAG PSK,BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft,Finanzen,Bank,Wiedner Gürtel 11,1100,Wien,Österreich,kundenservice@bawagpsk.com,+4359905,,18.08.2020
banken_privat_3_18-08-2020,Erste Bank und Sparkasse,Erste Bank der oesterreichischen Sparkassen AG,Finanzen,Bank,Am Belvedere 1,1100,Wien,Österreich,service@s-servicecenter.at,+435010020111,+4350100910100,18.08.2020
banken_privat_4_18-08-2020,Raiffeisenlandesbank Niederösterreich-Wien,Raiffeisenlandesbank Niederösterreich-Wien AG,Finanzen,Bank,F.-W.-Raiffeisen-Platz 1,1020,Wien,Österreich,info@raiffeisenbank.at,+4351700900,,18.08.2020
banken_privat_5_18-08-2020,Raiffeisen Landesbank Burgenland,Raiffeisenlandesbank Burgenland und Revisionsverband eGen,Finanzen,Bank,Friedrich Wilhelm Raiffeisen-Straße 1,7000,Eisenstadt,Österreich,info.rlbb@raiffeisen-burgenland.at,+4326826910,+432682691109,18.08.2020
banken_privat_6_18-08-2020,Raiffeisen-Landesbank Steiermark,Raiffeisen-Landesbank Steiermark AG,Finanzen,Bank,Kaiserfeldgasse 5,8010,Graz,Österreich,info@rlbstmk.at,+4331680360,+4331680363089,18.08.2020
banken_privat_7_18-08-2020,Raiffeisenlandesbank Kärnten,"Raiffeisenlandesbank Kärnten – Rechenzentrum und Revisionsverband, Registrierte Genossenschaft mit beschränkter Haftung",Finanzen,Bank,Raiffeisenplatz 1,9020,Klagenfurt am Wörthersee,Österreich,maria.wohlgemuth@rbgk.raiffeisen.at,+434639930012812,,18.08.2020
banken_privat_8_18-08-2020,Raiffeisenverband Salzburg,Raiffeisenverband Salzburg eGen,Finanzen,Bank,Schwarzstraße 13-15,5020,Salzburg,Österreich,info@rvs.at,+436628886,,18.08.2020
banken_privat_9_18-08-2020,Raiffeisenlandesbank Oberösterreich,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Finanzen,Bank,Europaplatz 1a,4020,Linz,Österreich,internet@rlbooe.at,+4373265960,+43732659622739,18.08.2020
banken_privat_10_18-08-2020,Raiffeisen-Landesbank Tirol,Raiffeisen-Landesbank Tirol AG,Finanzen,Bank,Adamgasse 1-7,6020,Innsbruck,Österreich,info@rlb-tirol.at,+4351253050,+43512530511938,18.08.2020
banken_privat_11_18-08-2020,Raiffeisenlandesbank Vorarlberg,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband registrierte Genossenschaft mit beschränkter Haftung,Finanzen,Bank,Rheinstraße 11,6900,Bregenz,Österreich,info@raiba.at,+4355744050,+435574405331,18.08.2020
banken_privat_12_18-08-2020,Volksbank Kärnten,Volksbank Kärnten eG,Finanzen,Bank,Pernhartgasse 7,9020,Klagenfurt am Wörthersee,Österreich,info@vbktn.at,+4350909,+43509099001,18.08.2020
banken_privat_13_18-08-2020,Volksbank Niederösterreich,Volksbank Niederösterreich AG,Finanzen,Bank,Brunngasse 10,3100,St. Pölten,Österreich,kundenservice@vbnoe.at,+4327423910,+4327423918001,18.08.2020
banken_privat_14_18-08-2020,Volksbank Oberösterreich,Volksbank Oberösterreich AG,Finanzen,Bank,Pfarrgasse 5,4600,Wels,Österreich,office@vb-ooe.at,+4372424950,+43724249597,18.08.2020
banken_privat_15_18-08-2020,Volksbank Salzburg,Volksbank Salzburg eG,Finanzen,Bank,St.-Julien-Straße 12,5020,Salzburg,Österreich,kundenservice@volksbanksalzburg.at,+4366286960,+43662869621,18.08.2020
banken_privat_16_18-08-2020,Volksbank Steiermark,Volksbank Steiermark AG,Finanzen,Bank,Schmiedgasse 31,8010,Graz,Österreich,vertrieb@volksbank-stmk.at,+4350901,+43509018169,18.08.2020
banken_privat_17_18-08-2020,Volksbank Tirol,Volksbank Tirol AG,Finanzen,Bank,Meinhardstraße 1,6020,Innsbruck,Österreich,kundenservice@volksbank.tirol,+4350566,,18.08.2020
banken_privat_18_18-08-2020,Volksbank Vorarlberg,Volksbank Vorarlberg e. Gen.,Finanzen,Bank,Ringstraße 27,6830,Rankweil,Österreich,volksbank@vvb.at,+43508828000,,18.08.2020
banken_privat_19_18-08-2020,Volksbank Horn,Volksbank Wien AG,Finanzen,Bank,Hauptplatz 10,3580,Horn,Österreich,kundenservice@volksbankwien.at,+4329822204,,18.08.2020
banken_privat_20_18-08-2020,Volksbank Wien,Volksbank Wien AG,Finanzen,Bank,Dietrichgasse 25,1030,Wien,Österreich,kundenservice@volksbankwien.at,+431401370,+431401377600,18.08.2020
banken_privat_21_18-08-2020,Oberbank,Oberbank AG,Finanzen,Bank,Untere Donaulände 28,4020,Linz,Österreich,office@oberbank.at,+4373278020,+43732780232140,18.08.2020
banken_privat_22_18-08-2020,BTV,Bank für Tirol und Vorarlberg Aktiengesellschaft,Finanzen,Bank,Stadtforum 1,6020,Innsbruck,Österreich,info@btv.at,+435053330,,18.08.2020
banken_privat_23_18-08-2020,BKS,BKS Bank AG,Finanzen,Bank,St. Veiter Ring 43,9020,Klagenfurt am Wörthersee,Österreich,bks@bks.at,+434635858,,18.08.2020
banken_privat_24_18-08-2020,Hypo NOE und Wien,HYPO NOE Landesbank für Niederösterreich und Wien AG,Finanzen,Bank,Hypogasse 1,3100,St. Pölten,Österreich,landesbank@hyponoe.at,+435909100,,18.08.2020
banken_privat_25_18-08-2020,Hypo Tirol,Hypo Tirol Bank AG,Finanzen,Bank,Meraner Straße 8,6020,Innsbruck,Österreich,service@hypotirol.com,+43507000,+435070041000,18.08.2020
banken_privat_26_18-08-2020,Hypo Vorarlberg,Hypo Vorarlberg Bank AG,Finanzen,Bank,Hypo-Passage 1,6900,Bregenz,Österreich,info@hypovbg.at,+43504141000,+43504141050,18.08.2020
banken_privat_27_18-08-2020,Hypo Burgenland,HYPO-BANK BURGENLAND Aktiengesellschaft,Finanzen,Bank,Neusiedlerstraße 33,7000,Eisenstadt,Österreich,info@bank-bgld.at,+4326826050,+4326826057209,18.08.2020
banken_privat_28_18-08-2020,Hypo Oberösterreich,Oberösterreichische Landesbank Aktiengesellschaft,Finanzen,Bank,Landstraße 38,4010,"Linz, Donau",Österreich,office@hypo-ooe.at,+4373276390,+437327639954954,18.08.2020
banken_privat_29_18-08-2020,Hypo Salzburg,Salzburger Landes‑Hypothekenbank Aktiengesellschaft,Finanzen,Bank,Residenzplatz 7,5020,Salzburg,Österreich,office@hyposalzburg.at,+436628046,+43662804664646,18.08.2020
banken_privat_30_18-08-2020,Hypo Steiermark,Landes-Hypothekenbank Steiermark AG,Finanzen,Bank,Radetzkystraße 15-17,8010,Graz,Österreich,hypo@landes.hypobank.at,+4331680510,+4331680515354,18.08.2020
banken_privat_31_18-08-2020,Ärzte- und Apothekerbank,Österreichische Ärzte- und Apothekerbank AG,Finanzen,Bank,Schottengasse 10,1010,Wien,Österreich,kundenservice@apobank.at,+431400800,,18.08.2020
banken_privat_32_18-08-2020,Austrian Anadi Bank,Austrian Anadi Bank AG,Finanzen,Bank,Domgasse 5,9020,Klagenfurt am Wörthersee,Österreich,austrian@anadibank.com,+43502020,+43502023000,18.08.2020
banken_privat_33_18-08-2020,Bankhaus Carl Spängler,Bankhaus Carl Spängler & Co. AG,Finanzen,Bank,Schwarzstraße 1,5020,Salzburg,Österreich,bankhaus@spaengler.at,+4366286860,+436628686158,18.08.2020
banken_privat_34_18-08-2020,Bankhaus Schelhammer & Schattera,Bankhaus Schelhammer and Schattera AG,Finanzen,Bank,Goldschmiedgasse 3,1010,Wien,Österreich,bank.office@schelhammer.at,+431534340,+431534348065,18.08.2020
banken_privat_35_18-08-2020,bank99,bank99 AG,Finanzen,Bank,Rochusplatz 1,1030,Wien,Österreich,info@bank99.at,+43800099099,,18.08.2020
banken_privat_36_18-08-2020,Capital Bank,CAPITAL BANK – GRAWE Gruppe AG,Finanzen,Bank,Burgring 16,8010,Graz,Österreich,office@capitalbank.at,+433168072,+4331680722291,18.08.2020
banken_privat_37_18-08-2020,DolomitenBank,DolomitenBank Osttirol-Westkärnten eG,Finanzen,Bank,Südtiroler Platz 9,9900,Lienz,Österreich,info@dolomitenbank.at,+43485266650,+434852666535,18.08.2020
banken_privat_38_18-08-2020,easybank,easybank AG,Finanzen,Bank,Wiedner Gürtel 11,1100,Wien,Österreich,easy@easybank.at,+4357005535,+4357005590,18.08.2020
banken_privat_39_18-08-2020,Schoellerbank,Schoellerbank AG,Finanzen,Bank,Renngasse 3,1010,Wien,Österreich,info@schoellerbank.at,+431534710,+431534711655,18.08.2020
banken_privat_40_18-08-2020,SPARDA-BANK,Volksbank Wien AG,Finanzen,Bank,Bahnhofplatz 7,9500,Villach,Österreich,mail@sparda.at  ,+43424228156,+434242281569485,18.08.2020
banken_privat_41_18-08-2020,VKB,Volkskreditbank AG,Finanzen,Bank,"Rudigierstraße 5-7, Postfach 116",4010,"Linz, Donau",Österreich,service@vkb-bank.at,+4373276370,+4373276371484,18.08.2020
banken_privat_42_18-08-2020,Marchfelder Bank,Marchfelder Bank eG,Finanzen,Bank,Marchfelder-Platz 1-2,2230,Gänserndorf,Österreich,mail@marchfelderbank.at,+43228289250,+432282892510,18.08.2020
banken_privat_43_18-08-2020,Sparkasse Feldkirchen,"Sparkasse Feldkirchen, Vereinssparkasse",Finanzen,Bank,Sparkassenstraße 1a,9560,Feldkirchen in Kärnten,Österreich,Info@Feldkirchen.Sparkasse.at,+435010033400,+4350100933400,18.08.2020
banken_privat_44_18-08-2020,Kärntner Sparkasse,Kärntner Sparkasse AG,Finanzen,Bank,Neuer Platz 14,9020,Klagenfurt am Wörthersee,Österreich,info@kspk.at,+435010020706,+4350100930800,18.08.2020
banken_privat_45_18-08-2020,Sparkasse der Stadt Amstetten,Sparkasse der Stadt Amstetten AG,Finanzen,Bank,Hauptplatz 31,3300,Amstetten,Österreich,info@amstetten.sparkasse.at,+435010025400,+4350100925400,18.08.2020
banken_privat_46_18-08-2020,Sparkasse Baden,"Sparkasse Baden, Vereinssparkasse",Finanzen,Bank,Hauptplatz 15,2500,Baden,Österreich,info@sparkassebaden.at,+435010020205,+435010020205,18.08.2020
banken_privat_47_18-08-2020,Sparkasse Hainburg-Bruck-Neusiedl,Sparkasse Hainburg-Bruck-Neusiedl AG,Finanzen,Bank,Hauptplatz 1,2410,Hainburg an der Donau,Österreich,info@sparkasse.hbn.at,+435010020216,+435010020216,18.08.2020
banken_privat_48_18-08-2020,Sparkasse Haugsdorf,Sparkasse Haugsdorf Vereinssparkasse,Finanzen,Bank,Hauptplatz 1,2054,Haugsdorf,Österreich,info@haugsdorf.sparkasse.at,+435010079800,+435010020218,18.08.2020
banken_privat_49_18-08-2020,Sparkasse Herzogenburg-Neulengbach,Sparkasse Herzogenburg-Neulengbach Bank AG,Finanzen,Bank,Rathausplatz 9-10,3130,Herzogenburg,Österreich,spk@herzogenburg.sparkasse.at,+435010010100,+435010025100,18.08.2020
banken_privat_50_18-08-2020,Sparkasse Horn-Ravelsbach-Kirchberg,Sparkasse Horn-Ravelsbach-Kirchberg AG,Finanzen,Bank,Kirchenplatz 12,3580,Horn,Österreich,office@horn.sparkasse.at,+435010026000,+435010020221,18.08.2020
banken_privat_51_18-08-2020,Sparkasse Korneuburg,Sparkasse Korneuburg AG,Finanzen,Bank,Sparkassenplatz 1,2100,Korneuburg,Österreich,information@korneuburg.sparkasse.at,+435010043200,+435010020227,18.08.2020
banken_privat_52_18-08-2020,Kremser Bank und Sparkasse,Kremser Bank und Sparkassen AG,Finanzen,Bank,Ringstraße 5-7,3500,Krems an der Donau,Österreich,info@kremserbank.at,+435010025500,+435010020228,18.08.2020
banken_privat_53_18-08-2020,Sparkasse Langenlois,Sparkasse Langenlois Vereinssparkasse,Finanzen,Bank,Kornplatz 2a,3550,Langenlois,Österreich,info@langenlois.sparkasse.at,+435010079700,+4350100979700,18.08.2020
banken_privat_54_18-08-2020,Sparkasse Neunkirchen,Sparkasse Neunkirchen,Finanzen,Bank,Hauptplatz 2,2620,Neunkirchen,Österreich,service@neunkirchen.sparkasse.at,+435010020241,+4350100972600,18.08.2020
banken_privat_55_18-08-2020,Sparkasse Pottenstein N.Ö.,Sparkasse Pottenstein N.Ö. Vereinssparkasse,Finanzen,Bank,Hauptplatz 5,2563,Pottenstein,Österreich,office@pottenstein.sparkasse.at,+435010020245,+4350100925950,18.08.2020
banken_privat_56_18-08-2020,Sparkasse Poysdorf,Sparkasse Poysdorf AG,Finanzen,Bank,Dreifaltigkeitsplatz 2,2170,Poysdorf,Österreich,office@poysdorf.sparkasse.at,+4350100–25200,+435010020246,18.08.2020
banken_privat_57_18-08-2020,Sparkasse Niederösterreich Mitte West,Sparkasse Niederösterreich Mitte West AG,Finanzen,Bank,Domgasse 5,3100,St. Pölten,Österreich,office@spknoe.at,+435010073200,+4350100973131,18.08.2020
banken_privat_58_18-08-2020,Sparkasse Scheibbs,Sparkasse Scheibbs AG,Finanzen,Bank,Hauptstraße 9,3270,Scheibbs,Österreich,info@scheibbs.sparkasse.at,+435010079900,+4350100979900,18.08.2020
banken_privat_59_18-08-2020,Wiener Neustädter Sparkasse,Wiener Neustädter Sparkasse Vereinssparkasse,Finanzen,Bank,Neunkirchner Straße 4,2700,Wiener Neustadt,Österreich,info@wrneustadt.sparkasse.at,+435010038200,+4.50100938200,18.08.2020
banken_privat_60_18-08-2020,Waldviertler Sparkasse,Waldviertler Sparkasse Bank AG,Finanzen,Bank,Sparkassenplatz 3,3910,Zwettl,Österreich,office@wspk.at,+435010079300,+435010020272,18.08.2020
banken_privat_61_18-08-2020,Sparkasse Salzkammergut,Sparkasse Salzkammergut AG,Finanzen,Bank,Sparkassenplatz 1,4820,Bad Ischl,Österreich,office@salzkammergut.sparkasse.at,+435010049600,+4350100949600,18.08.2020
banken_privat_62_18-08-2020,Sparkasse Eferding-Peuerbach-Waizenkirchen,Sparkasse Eferding-Peuerbach-Waizenkirchen Vereinssparkasse,Finanzen,Bank,Stadtplatz 1,4070,Eferding,Österreich,info@epw.sparkasse.at,+435010042000,+4350100942000,18.08.2020
banken_privat_63_18-08-2020,Sparkasse Frankenmarkt,Sparkasse Frankenmarkt AG,Finanzen,Bank,Hauptstraße 94,4890,Frankenmarkt,Österreich,Info@frankenmarkt.sparkasse.at,+435010049000,+4350100949000,18.08.2020
banken_privat_64_18-08-2020,Sparkasse Lambach,Sparkasse Lambach Bank AG,Finanzen,Bank,Klosterplatz 3,4650,Lambach,Österreich,info@lambach.sparkasse.at,+435010043000,+4350100943000,18.08.2020
banken_privat_65_18-08-2020,Allgemeine Sparkasse Oberösterreich,Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft,Finanzen,Bank,Promenade 11 – 13,4020,Linz,Österreich,ebusiness@sparkasse-ooe.at,+435010040000,+4350100940000,18.08.2020
banken_privat_66_18-08-2020,Sparkasse Neuhofen,Sparkasse Neuhofen Bank AG,Finanzen,Bank,Marktplatz 18,4501,Neuhofen an der Krems,Österreich,info@neuhofen.sparkasse.at,+435010042300,+4350100942300,18.08.2020
banken_privat_67_18-08-2020,Sparkasse Pregarten-Unterweißenbach,Sparkasse Pregarten-Unterweißenbach AG,Finanzen,Bank,Stadtplatz 19,4230,Pregarten,Österreich,office@pregarten.sparkasse.at,+435010042700,+435010042741,18.08.2020
banken_privat_68_18-08-2020,Sparkasse Ried im Innkreis-Haag am Hausruck,Sparkasse Ried im Innkreis-Haag am Hausruck Gemeindesparkasse,Finanzen,Bank,Marktplatz 2,4910,Ried im Innkreis,Österreich,mail@sparkasse-ried.at,+435010049400,+435010052222,18.08.2020
banken_privat_69_18-08-2020,Sparkasse Mühlviertel-West Bank,Sparkasse Mühlviertel-West Bank AG,Finanzen,Bank,Stadtplatz 24,4150,Rohrbach in Oberösterreich,Österreich,smw@smw.at,+435010042800,+4350100942800,18.08.2020
banken_privat_70_18-08-2020,Sparkasse Mittersill,Sparkasse Mittersill AG,Finanzen,Bank,Stadtplatz 4,5730,Mittersill,Österreich,info@mittersill.sparkasse.at,+435010048700,+4350100948700,18.08.2020
banken_privat_71_18-08-2020,Salzburger Sparkasse,Salzburger Sparkasse Bank AG,Finanzen,Bank,Alter Markt 3. Postfach 180,5021,Salzburg Postfach,Österreich,info@salzburg.sparkasse.at,+435010041000,+4350100941000,18.08.2020
banken_privat_72_18-08-2020,Steiermärkische Bank und Sparkasse,Steiermärkische Bank und Sparkassen AG,Finanzen,Bank,Sparkassenplatz 4,8010,Graz,Österreich,info@steiermaerkische.at,+435010036000,+4350100936000,18.08.2020
banken_privat_73_18-08-2020,Sparkasse Mürzzuschlag,Sparkasse Mürzzuschlag AG,Finanzen,Bank,Wiener Straße 78,8680,Mürzzuschlag,Österreich,info@muerzzuschlag.sparkasse.at,+435010037300,+4350100937300,18.08.2020
banken_privat_74_18-08-2020,Sparkasse Pöllau,Sparkasse Pöllau AG,Finanzen,Bank,Hauptplatz 2,8225,Pöllau bei Hartberg,Österreich,info@poellau.sparkasse.at,+435010037400,+4350100937400,18.08.2020
banken_privat_75_18-08-2020,Sparkasse Voitsberg-Köflach Bank,Sparkasse Voitsberg-Köflach Bank AG,Finanzen,Bank,Bahnhofstraße 2,8570,Voitsberg,Österreich,info@vk.sparkasse.at,+435010037500,+4350100937500,18.08.2020
banken_privat_76_18-08-2020,Sparkasse Imst,Sparkasse Imst AG,Finanzen,Bank,Sparkassenplatz 1,6460,Imst,Österreich,service@imst.sparkasse.at,+435010077000,+4350100977000,18.08.2020
banken_privat_77_18-08-2020,Tiroler Sparkasse,Tiroler Sparkasse Bankaktiengesellschaft Innsbruck,Finanzen,Bank,"Sparkassenplatz 1, Postfach 245",6010,Innsbruck,Österreich,sparkasse@tirolersparkasse.at,+435010070000,+4350100970000,18.08.2020
banken_privat_78_18-08-2020,Sparkasse der Stadt Kitzbühel,Sparkasse der Stadt Kitzbühel Gemeindesparkasse,Finanzen,Bank,Bahnhofstraße 6,6370,Kitzbühel,Österreich,info@sparkasse-kitzbuehel.at,+435010078600,,18.08.2020
banken_privat_79_18-08-2020,Sparkasse Kufstein,Sparkasse Kufstein Vereinssparkasse,Finanzen,Bank,Oberer Stadtplatz 1,6330,Kufstein,Österreich,service@sparkasse-kufstein.at,+435010076000,+4350100976000,18.08.2020
banken_privat_80_18-08-2020,Lienzer Sparkasse,Lienzer Sparkasse AG,Finanzen,Bank,Johannesplatz 6,9900,Lienz,Österreich,info@lienzer.sparkasse.at,+435010033500,+4350100933500,18.08.2020
banken_privat_81_18-08-2020,Sparkasse Rattenberg,Sparkasse Rattenberg Bank AG,Finanzen,Bank,Sparkassenplatz 69,6240,Rattenberg,Österreich,info@rattenberg.sparkasse.at,+435010076400,+4350100976400,18.08.2020
banken_privat_82_18-08-2020,Sparkasse Reutte,Sparkasse Reutte AG,Finanzen,Bank,Obermarkt 51,6600,Reutte,Österreich,office@sparkasse-reutte.at,+435010076800,+4350100976800,18.08.2020
banken_privat_83_18-08-2020,Sparkasse Schwaz,Sparkasse Schwaz AG,Finanzen,Bank,Franz-Josef-Straße 8 – 10,6130,Schwaz,Österreich,info@sparkasse-schwaz.at,+435010077300,+4350100977300,18.08.2020
banken_privat_84_18-08-2020,Sparkasse Bludenz,Sparkasse Bludenz Bank AG,Finanzen,Bank,Sparkassenplatz 1,6700,Bludenz,Österreich,info@bludenz.sparkasse.at,+435010077800,+4350100977800,18.08.2020
banken_privat_85_18-08-2020,Sparkasse Bregenz,Sparkasse Bregenz Bank AG,Finanzen,Bank,"Sparkassenplatz 1, Postfach 331",6901,Bregenz Postfach,Österreich,mail@bregenz.sparkasse.at,+435010075000,+4350100975000,18.08.2020
banken_privat_86_18-08-2020,Dornbirner Sparkasse,Dornbirner Sparkasse Bank AG,Finanzen,Bank,"Sparkassenplatz 1, Postfach 18",6850,Dornbirn,Österreich,service@dornbirn.sparkasse.at,+435010074000,+4350100974000,18.08.2020
banken_privat_87_18-08-2020,Sparkasse der Gemeinde Egg,Sparkasse der Gemeinde Egg Gemeindesparkasse,Finanzen,Bank,Loco 873,6863,Egg,Österreich,info@egg.sparkasse.at,+435010075500,+4350100975500,18.08.2020
